3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
7.956138251600319E-16 4.771067525924306E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
3.3398070769038076E-16 1.2652758409153396E-14 
6.510198537443757E-16 5.8792858642128155E-15 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
9.16961597469106E-15 2.559761354817382E-15 
3.578092890203321E-17 3.123454267274027E-14 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
9.16961597469106E-15 2.559761354817382E-15 
3.578092890203321E-17 3.123454267274027E-14 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
9.16961597469106E-15 2.559761354817382E-15 
3.578092890203321E-17 3.123454267274027E-14 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
9.16961597469106E-15 2.559761354817382E-15 
3.578092890203321E-17 3.123454267274027E-14 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
9.16961597469106E-15 2.559761354817382E-15 
3.578092890203321E-17 3.123454267274027E-14 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
9.16961597469106E-15 2.559761354817382E-15 
3.578092890203321E-17 3.123454267274027E-14 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
9.16961597469106E-15 2.559761354817382E-15 
3.578092890203321E-17 3.123454267274027E-14 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
3.578092890203321E-17 3.123454267274027E-14 
9.16961597469106E-15 2.559761354817382E-15 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
9.16961597469106E-15 2.559761354817382E-15 
3.578092890203321E-17 3.123454267274027E-14 
3.3398070769038076E-16 1.2652758409153396E-14 
7.956138251600319E-16 4.771067525924306E-15 
6.510198537443757E-16 5.8792858642128155E-15 
